x,W,c,g,p,q,Fs,Mb,Fs_nomoon,Mb_nomoon
0.000000,0.750000,2.000000,2.750000,3.968923,1.218923,0.000000,0.000000,0.000000,0.000000
0.048333,0.750000,2.000000,2.750000,3.968423,1.218423,0.058903,0.001423,0.059593,0.001440
0.096667,0.750000,2.000000,2.750000,3.967924,1.217924,0.117781,0.005693,0.119160,0.005760
0.145000,0.750000,2.000000,2.750000,3.967424,1.217424,0.176635,0.012808,0.178702,0.012958
0.193333,0.750000,2.000000,2.750000,3.966924,1.216924,0.235465,0.022767,0.238218,0.023034
0.241667,0.750000,2.000000,2.750000,3.966424,1.216424,0.294271,0.035569,0.297709,0.035986
0.290000,0.750000,2.000000,2.750000,3.965925,1.215925,0.353053,0.051213,0.357174,0.051812
0.338333,0.750000,2.000000,2.750000,3.965425,1.215425,0.411811,0.069697,0.416614,0.070512
0.386667,0.750000,2.000000,2.750000,3.964925,1.214925,0.470544,0.091021,0.476028,0.092084
0.435000,0.750000,2.000000,2.750000,3.964425,1.214425,0.529253,0.115183,0.535417,0.116527
0.483333,0.750000,2.000000,2.750000,3.963925,1.213925,0.587938,0.142181,0.594780,0.143840
0.531667,0.750000,2.000000,2.750000,3.963426,1.213426,0.646599,0.172016,0.654117,0.174022
0.580000,0.750000,2.000000,2.750000,3.962926,1.212926,0.705236,0.204685,0.713429,0.207071
0.628333,0.750000,2.000000,2.750000,3.962426,1.212426,0.763849,0.240188,0.772716,0.242986
0.676667,0.750000,2.000000,2.750000,3.961926,1.211926,0.822437,0.278524,0.831977,0.281766
0.725000,0.750000,2.000000,2.750000,3.961427,1.211427,0.881002,0.319690,0.891212,0.323410
0.773333,0.750000,2.000000,2.750000,3.960927,1.210927,0.939542,0.363687,0.950422,0.367916
0.821667,0.750000,2.000000,2.750000,3.960427,1.210427,0.998058,0.410512,1.009606,0.415284
0.870000,0.750000,2.000000,2.750000,3.959927,1.209927,1.056550,0.460165,1.068765,0.465511
0.918333,0.750000,2.000000,2.750000,3.959428,1.209428,1.115018,0.512644,1.127898,0.518597
0.966667,0.750000,2.000000,2.750000,3.958928,1.208928,1.173461,0.567949,1.187006,0.574540
1.015000,0.750000,2.000000,2.750000,3.958428,1.208428,1.231881,0.626078,1.246088,0.633340
1.063333,0.750000,2.000000,2.750000,3.957928,1.207928,1.290276,0.687031,1.305145,0.694995
1.111667,0.750000,2.000000,2.750000,3.957429,1.207429,1.348647,0.750805,1.364176,0.759504
1.160000,0.750000,2.000000,2.750000,3.956929,1.206929,1.406994,0.817399,1.423181,0.826865
1.208333,0.750000,2.000000,2.750000,3.956429,1.206429,1.465317,0.886813,1.482161,0.897077
1.256667,0.750000,2.000000,2.750000,3.955929,1.205929,1.523616,0.959046,1.541116,0.970140
1.305000,0.750000,2.000000,2.750000,3.955429,1.205429,1.581890,1.034096,1.600045,1.046051
1.353333,0.750000,2.000000,2.750000,3.954930,1.204930,1.640140,1.111961,1.658948,1.124810
1.401667,0.750000,2.000000,2.750000,3.954430,1.204430,1.698367,1.192642,1.717826,1.206415
1.450000,0.750000,2.000000,2.750000,3.953930,1.203930,1.756569,1.276136,1.776678,1.290866
1.498333,0.750000,2.000000,2.750000,3.953430,1.203430,1.814747,1.362443,1.835505,1.378160
1.546667,0.750000,2.000000,2.750000,3.952931,1.202931,1.872900,1.451561,1.894306,1.468297
1.595000,0.750000,2.000000,2.750000,3.952431,1.202431,1.931030,1.543489,1.953082,1.561276
1.643333,0.750000,2.000000,2.750000,3.951931,1.201931,1.989135,1.638227,2.011832,1.657095
1.691667,0.750000,2.000000,2.750000,3.951431,1.201431,2.047216,1.735772,2.070556,1.755752
1.740000,0.750000,2.000000,2.750000,3.950932,1.200932,2.105274,1.836124,2.129256,1.857248
1.788333,0.750000,2.000000,2.750000,3.950432,1.200432,2.163307,1.939281,2.187929,1.961580
1.836667,0.750000,2.000000,2.750000,3.949932,1.199932,2.221315,2.045243,2.246577,2.068747
1.885000,0.750000,2.000000,2.750000,3.949432,1.199432,2.279300,2.154008,2.305200,2.178748
1.933333,0.750000,2.000000,2.750000,3.948932,1.198932,2.337260,2.265575,2.363796,2.291582
1.981667,0.750000,2.000000,2.750000,3.948433,1.198433,2.395197,2.379942,2.422368,2.407248
2.030000,0.750000,2.000000,2.750000,3.947933,1.197933,2.453109,2.497110,2.480914,2.525744
2.078333,0.750000,2.000000,2.750000,3.947433,1.197433,2.510997,2.617076,2.539434,2.647069
2.126667,0.750000,2.000000,2.750000,3.946933,1.196933,2.568861,2.739839,2.597929,2.771222
2.175000,0.750000,2.000000,2.750000,3.946434,1.196434,2.626701,2.865398,2.656398,2.898202
2.223333,0.750000,2.000000,2.750000,3.945934,1.195934,2.684516,2.993753,2.714842,3.028007
2.271667,0.750000,2.000000,2.750000,3.945434,1.195434,2.742307,3.124901,2.773260,3.160636
2.320000,0.750000,2.000000,2.750000,3.944934,1.194934,2.800075,3.258842,2.831652,3.296088
2.368333,0.750000,2.000000,2.750000,3.944435,1.194435,2.857818,3.395574,2.890019,3.434361
2.416667,0.750000,2.000000,2.750000,3.943935,1.193935,2.915537,3.535097,2.948361,3.575456
2.465000,0.750000,2.000000,2.750000,3.943435,1.193435,2.973231,3.677409,3.006677,3.719369
2.513333,0.750000,2.000000,2.750000,3.942935,1.192935,3.030902,3.822509,3.064967,3.866100
2.561667,0.750000,2.000000,2.750000,3.942435,1.192435,3.088549,3.970395,3.123232,4.015649
2.610000,0.750000,2.000000,2.750000,3.941936,1.191936,3.146171,4.121068,3.181471,4.168012
2.658333,0.750000,2.000000,2.750000,3.941436,1.191436,3.203769,4.274525,3.239685,4.323190
2.706667,0.750000,2.000000,2.750000,3.940936,1.190936,3.261343,4.430765,3.297874,4.481181
2.755000,0.750000,2.000000,2.750000,3.940436,1.190436,3.318893,4.589787,3.356036,4.641984
2.803333,0.750000,2.000000,2.750000,3.939937,1.189937,3.376419,4.751591,3.414174,4.805597
2.851667,0.750000,2.000000,2.750000,3.939437,1.189437,3.433920,4.916174,3.472285,4.972020
2.900000,0.750000,2.000000,2.750000,3.938937,1.188937,3.491397,5.083536,3.530371,5.141251
2.948333,0.750000,2.000000,2.750000,3.938437,1.188437,3.548851,5.253675,3.588432,5.313289
2.996667,0.750000,2.000000,2.750000,3.937938,1.187938,3.606280,5.426591,3.646467,5.488132
3.045000,0.750000,2.000000,2.750000,3.937438,1.187438,3.663685,5.602281,3.704476,5.665780
3.093333,0.750000,2.000000,2.750000,3.936938,1.186938,3.721065,5.780746,3.762460,5.846231
3.141667,0.750000,2.000000,2.750000,3.936438,1.186438,3.778422,5.961984,3.820419,6.029484
3.190000,0.750000,2.000000,2.750000,3.935939,1.185939,3.835754,6.145993,3.878352,6.215537
3.238333,0.750000,2.000000,2.750000,3.935439,1.185439,3.893063,6.332773,3.936259,6.404391
3.286667,0.750000,2.000000,2.750000,3.934939,1.184939,3.950347,6.522322,3.994141,6.596042
3.335000,0.750000,2.000000,2.750000,3.934439,1.184439,4.007607,6.714639,4.051997,6.790490
3.383333,0.750000,2.000000,2.750000,3.933939,1.183939,4.064843,6.909723,4.109828,6.987734
3.431667,0.750000,2.000000,2.750000,3.933440,1.183440,4.122054,7.107573,4.167633,7.187773
3.480000,0.750000,2.000000,2.750000,3.932940,1.182940,4.179242,7.308188,4.225413,7.390605
3.528333,0.750000,2.000000,2.750000,3.932440,1.182440,4.236405,7.511566,4.283167,7.596229
3.576667,0.750000,2.000000,2.750000,3.931940,1.181940,4.293544,7.717707,4.340896,7.804644
3.625000,0.750000,2.000000,2.750000,3.931441,1.181441,4.350659,7.926608,4.398599,8.015848
3.673333,0.750000,2.000000,2.750000,3.930941,1.180941,4.407750,8.138270,4.456276,8.229841
3.721667,0.750000,2.000000,2.750000,3.930441,1.180441,4.464817,8.352690,4.513928,8.446621
3.770000,0.750000,2.000000,2.750000,3.929941,1.179941,4.521860,8.569868,4.571555,8.666187
3.818333,0.750000,2.000000,2.750000,3.929442,1.179442,4.578878,8.789803,4.629155,8.888537
3.866667,0.750000,2.000000,2.750000,3.928942,1.178942,4.635872,9.012492,4.686731,9.113671
3.915000,0.750000,2.000000,2.750000,3.928442,1.178442,4.692842,9.237936,4.744281,9.341587
3.963333,0.750000,2.000000,2.750000,3.927942,1.177942,4.749788,9.466133,4.801805,9.572284
4.011667,0.750000,2.000000,2.750000,3.927442,1.177442,4.806710,9.697082,4.859304,9.805761
4.060000,0.750000,2.000000,2.750000,3.926943,1.176943,4.863608,9.930781,4.916777,10.042016
4.108333,0.750000,2.000000,2.750000,3.926443,1.176443,4.920481,10.167230,4.974224,10.281049
4.156667,0.750000,2.000000,2.750000,3.925943,1.175943,4.977331,10.406427,5.031647,10.522858
4.205000,0.750000,2.000000,2.750000,3.925443,1.175443,5.034156,10.648371,5.089043,10.767441
4.253333,0.750000,2.000000,2.750000,3.924944,1.174944,5.090957,10.893062,5.146414,11.014798
4.301667,0.750000,2.000000,2.750000,3.924444,1.174444,5.147734,11.140497,5.203760,11.264927
4.350000,0.750000,2.000000,2.750000,3.923944,1.173944,5.204486,11.390675,5.261080,11.517827
4.398333,0.750000,2.000000,2.750000,3.923444,1.173444,5.261215,11.643596,5.318374,11.773497
4.446667,0.750000,2.000000,2.750000,3.922945,1.172945,5.317919,11.899259,5.375643,12.031936
4.495000,0.750000,2.000000,2.750000,3.922445,1.172445,5.374600,12.157661,5.432886,12.293142
4.543333,0.750000,2.000000,2.750000,3.921945,1.171945,5.431256,12.418803,5.490104,12.557114
4.591667,0.750000,2.000000,2.750000,3.921445,1.171445,5.487888,12.682682,5.547296,12.823852
4.640000,0.750000,2.000000,2.750000,3.920945,1.170945,5.544495,12.949298,5.604463,13.093353
4.688333,0.750000,2.000000,2.750000,3.920446,1.170446,5.601079,13.218649,5.661604,13.365616
4.736667,0.750000,2.000000,2.750000,3.919946,1.169946,5.657638,13.490735,5.718720,13.640640
4.785000,0.750000,2.000000,2.750000,3.919446,1.169446,5.714174,13.765554,5.775810,13.918425
4.833333,0.750000,2.000000,2.750000,3.918946,1.168946,5.770685,14.043105,5.832875,14.198968
4.881667,0.750000,2.000000,2.750000,3.918447,1.168447,5.827172,14.323386,5.889914,14.482269
4.930000,0.750000,2.000000,2.750000,3.917947,1.167947,5.883635,14.606397,5.946927,14.768326
4.978333,0.750000,2.000000,2.750000,3.917447,1.167447,5.940073,14.892137,6.003915,15.057138
5.026667,0.750000,2.000000,2.750000,3.916947,1.166947,5.996488,15.180604,6.060878,15.348704
5.075000,0.750000,2.000000,2.750000,3.916448,1.166448,6.052878,15.471797,6.117814,15.643022
5.123333,0.750000,2.000000,2.750000,3.915948,1.165948,6.109245,15.765715,6.174726,15.940092
5.171667,0.750000,2.000000,2.750000,3.915448,1.165448,6.165587,16.062357,6.231612,16.239911
5.220000,0.750000,2.000000,2.750000,3.914948,1.164948,6.221904,16.361721,6.288472,16.542480
5.268333,0.750000,2.000000,2.750000,3.914449,1.164449,6.278198,16.663807,6.345307,16.847796
5.316667,0.750000,2.000000,2.750000,3.913949,1.163949,6.334468,16.968613,6.402116,17.155859
5.365000,0.750000,2.000000,2.750000,3.913449,1.163449,6.390713,17.276138,6.458899,17.466667
5.413333,0.750000,2.000000,2.750000,3.912949,1.162949,6.446935,17.586381,6.515658,17.780219
5.461667,0.750000,2.000000,2.750000,3.912449,1.162449,6.503132,17.899341,6.572390,18.096513
5.510000,0.750000,2.000000,2.750000,3.911950,1.161950,6.559305,18.215017,6.629097,18.415549
5.558333,0.750000,2.000000,2.750000,3.911450,1.161450,6.615454,18.533407,6.685779,18.737325
5.606667,0.750000,2.000000,2.750000,3.910950,1.160950,6.671578,18.854510,6.742435,19.061841
5.655000,0.750000,2.000000,2.750000,3.910450,1.160450,6.727679,19.178325,6.799065,19.389093
5.703333,0.750000,2.000000,2.750000,3.909951,1.159951,6.783755,19.504852,6.855670,19.719083
5.751667,0.750000,2.000000,2.750000,3.909451,1.159451,6.839807,19.834088,6.912249,20.051808
5.800000,0.750000,2.000000,2.750000,3.908951,1.158951,6.895835,20.166032,6.968803,20.387266
5.848333,0.750000,2.000000,2.750000,3.908451,1.158451,6.951839,20.500685,7.025331,20.725458
5.896667,0.750000,2.000000,2.750000,3.907952,1.157952,7.007819,20.838043,7.081834,21.066381
5.945000,0.750000,2.000000,2.750000,3.907452,1.157452,7.063775,21.178107,7.138311,21.410035
5.993333,0.750000,2.000000,2.750000,3.906952,1.156952,7.119706,21.520874,7.194763,21.756417
6.041667,0.750000,2.000000,2.750000,3.906452,1.156452,7.175613,21.866344,7.251189,22.105528
6.090000,0.750000,2.000000,2.750000,3.905952,1.155952,7.231496,22.214516,7.307590,22.457365
6.138333,0.750000,2.000000,2.750000,3.905453,1.155453,7.287355,22.565388,7.363965,22.811927
6.186667,0.750000,2.000000,2.750000,3.904953,1.154953,7.343190,22.918960,7.420314,23.169214
6.235000,0.750000,2.000000,2.750000,3.904453,1.154453,7.399001,23.275229,7.476638,23.529224
6.283333,0.750000,2.000000,2.750000,3.903953,1.153953,7.454787,23.634196,7.532936,23.891955
6.331667,0.750000,2.000000,2.750000,3.903454,1.153454,7.510550,23.995858,7.589209,24.257407
6.380000,0.750000,2.000000,2.750000,3.902954,1.152954,7.566288,24.360215,7.645457,24.625578
6.428333,0.750000,2.000000,2.750000,3.902454,1.152454,7.622002,24.727265,7.701678,24.996467
6.476667,0.750000,2.000000,2.750000,3.901954,1.151954,7.677692,25.097008,7.757875,25.370073
6.525000,0.750000,2.000000,2.750000,3.901455,1.151455,7.733357,25.469442,7.814045,25.746395
6.573333,0.750000,2.000000,2.750000,3.900955,1.150955,7.788999,25.844565,7.870191,26.125430
6.621667,0.750000,2.000000,2.750000,3.900455,1.150455,7.844616,26.222378,7.926310,26.507179
6.670000,0.750000,2.000000,2.750000,3.899955,1.149955,7.900210,26.602878,7.982404,26.891640
6.718333,0.750000,2.000000,2.750000,3.899455,1.149455,7.955779,26.986064,8.038473,27.278811
6.766667,0.750000,2.000000,2.750000,3.898956,1.148956,8.011324,27.371936,8.094516,27.668691
6.815000,0.750000,2.000000,2.750000,3.898456,1.148456,8.066844,27.760491,8.150533,28.061280
6.863333,0.750000,2.000000,2.750000,3.897956,1.147956,8.122341,28.151730,8.206525,28.456576
6.911667,0.750000,2.000000,2.750000,3.897456,1.147456,8.177813,28.545650,8.262492,28.854577
6.960000,0.750000,2.000000,2.750000,3.896957,1.146957,8.233262,28.942251,8.318433,29.255283
7.008333,0.750000,2.000000,2.750000,3.896457,1.146457,8.288686,29.341532,8.374348,29.658691
7.056667,0.750000,2.000000,2.750000,3.895957,1.145957,8.344086,29.743491,8.430238,30.064802
7.105000,0.750000,2.000000,2.750000,3.895457,1.145457,8.399462,30.148126,8.486102,30.473614
7.153333,0.750000,2.000000,2.750000,3.894958,1.144958,8.454814,30.555438,8.541941,30.885125
7.201667,0.750000,2.000000,2.750000,3.894458,1.144458,8.510141,30.965424,8.597754,31.299334
7.250000,0.750000,2.000000,2.750000,3.893958,1.143958,8.565444,31.378084,8.653541,31.716240
7.298333,0.750000,2.000000,2.750000,3.893458,1.143458,8.620724,31.793417,8.709304,32.135843
7.346667,0.750000,2.000000,2.750000,3.892959,1.142959,8.675979,32.211420,8.765040,32.558139
7.395000,0.750000,2.000000,2.750000,3.892459,1.142459,8.731210,32.632094,8.820751,32.983129
7.443333,0.750000,2.000000,2.750000,3.891959,1.141959,8.786416,33.055437,8.876437,33.410811
7.491667,0.750000,2.000000,2.750000,3.891459,1.141459,8.841599,33.481447,8.932097,33.841184
7.540000,0.750000,2.000000,2.750000,3.890959,1.140959,8.896757,33.910124,8.987731,34.274247
7.588333,0.750000,2.000000,2.750000,3.890460,1.140460,8.951892,34.341466,9.043340,34.709997
7.636667,0.750000,2.000000,2.750000,3.889960,1.139960,9.007002,34.775473,9.098923,35.148435
7.685000,0.750000,2.000000,2.750000,3.889460,1.139460,9.062088,35.212143,9.154481,35.589559
7.733333,0.750000,2.000000,2.750000,3.888960,1.138960,9.117150,35.651474,9.210013,36.033368
7.781667,0.750000,2.000000,2.750000,3.888461,1.138461,9.172187,36.093467,9.265520,36.479860
7.830000,0.750000,2.000000,2.750000,3.887961,1.137961,9.227201,36.538118,9.321001,36.929034
7.878333,0.750000,2.000000,2.750000,3.887461,1.137461,9.282190,36.985429,9.376457,37.380890
7.926667,0.750000,2.000000,2.750000,3.886961,1.136961,9.337155,37.435396,9.431887,37.835424
7.975000,0.750000,2.000000,2.750000,3.886462,1.136462,9.392097,37.888020,9.487291,38.292638
8.023333,0.750000,2.000000,2.750000,3.885962,1.135962,9.447013,38.343298,9.542670,38.752529
8.071667,0.750000,2.000000,2.750000,3.885462,1.135462,9.501906,38.801231,9.598024,39.215095
8.120000,0.750000,2.000000,2.750000,3.884962,1.134962,9.556775,39.261815,9.653352,39.680337
8.168333,0.750000,2.000000,2.750000,3.884462,1.134462,9.611619,39.725051,9.708654,40.148252
8.216667,0.750000,2.000000,2.750000,3.883963,1.133963,9.666439,40.190938,9.763931,40.618840
8.265000,0.750000,2.000000,2.750000,3.883463,1.133463,9.721236,40.659473,9.819182,41.092098
8.313333,0.750000,2.000000,2.750000,3.882963,1.132963,9.776008,41.130657,9.874408,41.568027
8.361667,0.750000,2.000000,2.750000,3.882463,1.132463,9.830755,41.604487,9.929608,42.046624
8.410000,0.750000,2.000000,2.750000,3.881964,1.131964,9.885479,42.080963,9.984783,42.527888
8.458333,0.750000,2.000000,2.750000,3.881464,1.131464,9.940179,42.560083,10.039932,43.011819
8.506667,0.750000,2.000000,2.750000,3.880964,1.130964,9.994854,43.041846,10.095056,43.498414
8.555000,0.750000,2.000000,2.750000,3.880464,1.130464,10.049505,43.526251,10.150154,43.987674
8.603333,0.750000,2.000000,2.750000,3.879965,1.129965,10.104132,44.013297,10.205227,44.479595
8.651667,0.750000,2.000000,2.750000,3.879465,1.129465,10.158735,44.502983,10.260274,44.974178
8.700000,0.750000,2.000000,2.750000,3.878965,1.128965,10.213314,44.995308,10.315295,45.471421
8.748333,0.750000,2.000000,2.750000,3.878465,1.128465,10.267868,45.490270,10.370291,45.971323
8.796667,0.750000,2.000000,2.750000,3.877965,1.127965,10.322399,45.987868,10.425261,46.473882
8.845000,0.750000,2.000000,2.750000,3.877466,1.127466,10.376905,46.488101,10.480206,46.979097
8.893333,0.750000,2.000000,2.750000,3.876966,1.126966,10.431387,46.990968,10.535126,47.486968
8.941667,0.750000,2.000000,2.750000,3.876466,1.126466,10.485845,47.496468,10.590019,47.997492
8.990000,0.750000,2.000000,2.750000,3.875966,1.125966,10.540279,48.004599,10.644888,48.510669
9.038333,0.750000,2.000000,2.750000,3.875467,1.125467,10.594688,48.515361,10.699730,49.026498
9.086667,0.750000,2.000000,2.750000,3.874967,1.124967,10.649074,49.028752,10.754547,49.544976
9.135000,0.750000,2.000000,2.750000,3.874467,1.124467,10.703435,49.544771,10.809339,50.066103
9.183333,0.750000,2.000000,2.750000,3.873967,1.123967,10.757772,50.063417,10.864105,50.589878
9.231667,0.750000,2.000000,2.750000,3.873468,1.123468,10.812085,50.584688,10.918846,51.116299
9.280000,0.750000,2.000000,2.750000,3.872968,1.122968,10.866374,51.108584,10.973561,51.645366
9.328333,0.750000,2.000000,2.750000,3.872468,1.122468,10.920639,51.635104,11.028250,52.177076
9.376667,0.750000,2.000000,2.750000,3.871968,1.121968,10.974879,52.164246,11.082914,52.711429
9.425000,0.750000,2.000000,2.750000,3.871469,1.121469,11.029096,52.696008,11.137552,53.248424
9.473333,0.750000,2.000000,2.750000,3.870969,1.120969,11.083288,53.230391,11.192165,53.788059
9.521667,0.750000,2.000000,2.750000,3.870469,1.120469,11.137456,53.767392,11.246753,54.330333
9.570000,0.750000,2.000000,2.750000,3.869969,1.119969,11.191600,54.307011,11.301314,54.875244
9.618333,0.750000,2.000000,2.750000,3.869469,1.119469,11.245720,54.849246,11.355851,55.422793
9.666667,0.750000,2.000000,2.750000,3.868970,1.118970,11.299815,55.394097,11.410361,55.972976
9.715000,0.750000,2.000000,2.750000,3.868470,1.118470,11.353887,55.941561,11.464847,56.525794
9.763333,0.750000,2.000000,2.750000,3.867970,1.117970,11.407934,56.491639,11.519306,57.081244
9.811667,0.750000,2.000000,2.750000,3.867470,1.117470,11.461957,57.044328,11.573740,57.639326
9.860000,0.750000,2.000000,2.750000,3.866971,1.116971,11.515956,57.599627,11.628149,58.200038
9.908333,0.750000,2.000000,2.750000,3.866471,1.116471,11.569931,58.157536,11.682532,58.763380
9.956667,0.750000,2.000000,2.750000,3.865971,1.115971,11.623882,58.718053,11.736889,59.329349
10.005000,0.750000,2.000000,2.750000,3.865471,1.115471,11.677808,59.281177,11.791221,59.897945
10.053333,0.750000,2.000000,2.750000,3.864972,1.114972,11.731711,59.846907,11.845528,60.469166
10.101667,0.750000,2.000000,2.750000,3.864472,1.114472,11.785589,60.415242,11.899808,61.043012
10.150000,0.750000,2.000000,2.750000,3.863972,1.113972,11.839443,60.986180,11.954064,61.619481
10.198333,0.750000,2.000000,2.750000,3.863472,1.113472,11.893273,61.559721,12.008293,62.198571
10.246667,0.750000,2.000000,2.750000,3.862972,1.112972,11.947079,62.135863,12.062498,62.780282
10.295000,0.750000,2.000000,2.750000,3.862473,1.112473,12.000860,62.714605,12.116676,63.364612
10.343333,0.750000,2.000000,2.750000,3.861973,1.111973,12.054618,63.295946,12.170830,63.951560
10.391667,0.750000,2.000000,2.750000,3.861473,1.111473,12.108351,63.879884,12.224957,64.541125
10.440000,0.750000,2.000000,2.750000,3.860973,1.110973,12.162060,64.466419,12.279059,65.133305
10.488333,0.750000,2.000000,2.750000,3.860474,1.110474,12.215745,65.055549,12.333136,65.728100
10.536667,0.750000,2.000000,2.750000,3.859974,1.109974,12.269406,65.647274,12.387187,66.325507
10.585000,0.750000,2.000000,2.750000,3.859474,1.109474,12.323043,66.241591,12.441212,66.925527
10.633333,0.750000,2.000000,2.750000,3.858974,1.108974,12.376655,66.838501,12.495212,67.528157
10.681667,0.750000,2.000000,2.750000,3.858475,1.108475,12.430243,67.438001,12.549187,68.133397
10.730000,0.750000,2.000000,2.750000,3.857975,1.107975,12.483808,68.040090,12.603135,68.741245
10.778333,0.750000,2.000000,2.750000,3.857475,1.107475,12.537348,68.644768,12.657059,69.351700
10.826667,0.750000,2.000000,2.750000,3.856975,1.106975,12.590864,69.252033,12.710956,69.964760
10.875000,0.750000,2.000000,2.750000,3.856475,1.106475,12.644355,69.861884,12.764829,70.580425
10.923333,0.750000,2.000000,2.750000,3.855976,1.105976,12.697823,70.474320,12.818675,71.198693
10.971667,0.750000,2.000000,2.750000,3.855476,1.105476,12.751266,71.089340,12.872497,71.819563
11.020000,0.750000,2.000000,2.750000,3.854976,1.104976,12.804685,71.706942,12.926292,72.443033
11.068333,0.750000,2.000000,2.750000,3.854476,1.104476,12.858081,72.327126,12.980062,73.069104
11.116667,0.750000,2.000000,2.750000,3.853977,1.103977,12.911452,72.949889,13.033807,73.697772
11.165000,0.750000,2.000000,2.750000,3.853477,1.103477,12.964798,73.575232,13.087526,74.329038
11.213333,0.750000,2.000000,2.750000,3.852977,1.102977,13.018121,74.203153,13.141219,74.962899
11.261667,0.750000,2.000000,2.750000,3.852477,1.102477,13.071419,74.833650,13.194887,75.599355
11.310000,0.750000,2.000000,2.750000,3.851978,1.101978,13.124694,75.466722,13.248529,76.238404
11.358333,0.750000,2.000000,2.750000,3.851478,1.101478,13.177944,76.102370,13.302146,76.880045
11.406667,0.750000,2.000000,2.750000,3.850978,1.100978,13.231170,76.740590,13.355738,77.524278
11.455000,0.750000,2.000000,2.750000,3.850478,1.100478,13.284372,77.381382,13.409303,78.171099
11.503333,0.750000,2.000000,2.750000,3.849979,1.099979,13.337550,78.024745,13.462844,78.820510
11.551667,0.750000,2.000000,2.750000,3.849479,1.099479,13.390703,78.670678,13.516358,79.472507
11.600000,0.750000,2.000000,2.750000,3.848979,1.098979,13.443832,79.319179,13.569847,80.127090
11.648333,0.750000,2.000000,2.750000,3.848479,1.098479,13.496938,79.970248,13.623311,80.784258
11.696667,0.750000,2.000000,2.750000,3.847979,1.097979,13.550019,80.623883,13.676749,81.444010
11.745000,0.750000,2.000000,2.750000,3.847480,1.097480,13.603076,81.280082,13.730162,82.106344
11.793333,0.750000,2.000000,2.750000,3.846980,1.096980,13.656109,81.938846,13.783549,82.771258
11.841667,0.750000,2.000000,2.750000,3.846480,1.096480,13.709117,82.600172,13.836910,83.438753
11.890000,0.750000,2.000000,2.750000,3.845980,1.095980,13.762102,83.264060,13.890246,84.108826
11.938333,0.750000,2.000000,2.750000,3.845481,1.095481,13.815062,83.930508,13.943556,84.781476
11.986667,0.750000,2.000000,2.750000,3.844981,1.094981,13.867998,84.599515,13.996841,85.456702
12.035000,0.750000,2.000000,2.750000,3.844481,1.094481,13.920910,85.271081,14.050101,86.134503
12.083333,0.750000,2.000000,2.750000,3.843981,1.093981,13.973798,85.945203,14.103334,86.814878
12.131667,0.750000,2.000000,2.750000,3.843482,1.093482,14.026662,86.621881,14.156542,87.497825
12.180000,0.750000,2.000000,2.750000,3.842982,1.092982,14.079501,87.301113,14.209725,88.183343
12.228333,0.750000,2.000000,2.750000,3.842482,1.092482,14.132316,87.982899,14.262882,88.871431
12.276667,0.750000,2.000000,2.750000,3.841982,1.091982,14.185108,88.667236,14.316014,89.562088
12.325000,0.750000,2.000000,2.750000,3.841482,1.091482,14.237875,89.354125,14.369120,90.255312
12.373333,0.750000,2.000000,2.750000,3.840983,1.090983,14.290618,90.043564,14.422201,90.951102
12.421667,0.750000,2.000000,2.750000,3.840483,1.090483,14.343336,90.735551,14.475255,91.649457
12.470000,0.750000,2.000000,2.750000,3.839983,1.089983,14.396031,91.430086,14.528285,92.350376
12.518333,0.750000,2.000000,2.750000,3.839483,1.089483,14.448701,92.127167,14.581289,93.053857
12.566667,0.750000,2.000000,2.750000,3.838984,1.088984,14.501348,92.826793,14.634267,93.759900
12.615000,0.750000,2.000000,2.750000,3.838484,1.088484,14.553970,93.528963,14.687220,94.468503
12.663333,0.750000,2.000000,2.750000,3.837984,1.087984,14.606568,94.233676,14.740147,95.179664
12.711667,0.750000,2.000000,2.750000,3.837484,1.087484,14.659142,94.940931,14.793049,95.893383
12.760000,0.750000,2.000000,2.750000,3.836985,1.086985,14.711691,95.650726,14.845925,96.609658
12.808333,0.750000,2.000000,2.750000,3.836485,1.086485,14.764217,96.363060,14.898776,97.328488
12.856667,0.750000,2.000000,2.750000,3.835985,1.085985,14.816718,97.077933,14.951601,98.049873
12.905000,0.750000,2.000000,2.750000,3.835485,1.085485,14.869195,97.795342,15.004401,98.773809
12.953333,0.750000,2.000000,2.750000,3.834985,1.084985,14.921648,98.515288,15.057175,99.500297
13.001667,0.750000,2.000000,2.750000,3.834486,1.084486,14.974077,99.237768,15.109923,100.229336
13.050000,0.750000,2.000000,2.750000,3.833986,1.083986,15.026482,99.962781,15.162646,100.960923
13.098333,0.750000,2.000000,2.750000,3.833486,1.083486,15.078863,100.690327,15.215344,101.695057
13.146667,0.750000,2.000000,2.750000,3.832986,1.082986,15.131219,101.420404,15.268016,102.431739
13.195000,0.750000,2.000000,2.750000,3.832487,1.082487,15.183551,102.153011,15.320662,103.170965
13.243333,0.750000,2.000000,2.750000,3.831987,1.081987,15.235859,102.888147,15.373283,103.912735
13.291667,0.750000,2.000000,2.750000,3.831487,1.081487,15.288143,103.625810,15.425878,104.657048
13.340000,0.750000,2.000000,2.750000,3.830987,1.080987,15.340403,104.366000,15.478448,105.403903
13.388333,0.750000,2.000000,2.750000,3.830488,1.080488,15.392639,105.108715,15.530992,106.153298
13.436667,0.750000,2.000000,2.750000,3.829988,1.079988,15.444850,105.853955,15.583511,106.905231
