x,W,c,g,p,q,Fs,Mb,Fs_nomoon,Mb_nomoon
113.776667,0.750000,2.000000,2.750000,2.792471,0.042471,-20.476686,423.422343,-18.530803,391.541727
113.825000,0.750000,2.000000,2.750000,2.791971,0.041971,-20.474645,422.432685,-18.531329,390.646059
113.873333,0.750000,2.000000,2.750000,2.791471,0.041471,-20.472628,421.443126,-18.531880,389.750364
113.921667,0.750000,2.000000,2.750000,2.790971,0.040971,-20.470636,420.453664,-18.532456,388.854643
113.970000,0.750000,2.000000,2.750000,2.790472,0.040472,-20.468668,419.464298,-18.533058,387.958893
114.018333,0.750000,2.000000,2.750000,2.789972,0.039972,-20.466724,418.475026,-18.533686,387.063113
114.066667,0.750000,2.000000,2.750000,2.789472,0.039472,-20.464804,417.485847,-18.534339,386.167303
114.115000,0.750000,2.000000,2.750000,2.788972,0.038972,-20.462908,416.496761,-18.535017,385.271460
114.163333,0.750000,2.000000,2.750000,2.788473,0.038473,-20.461036,415.507765,-18.535721,384.375584
114.211667,0.750000,2.000000,2.750000,2.787973,0.037973,-20.459189,414.518860,-18.536451,383.479673
114.260000,0.750000,2.000000,2.750000,2.787473,0.037473,-20.457366,413.530043,-18.537206,382.583726
114.308333,0.750000,2.000000,2.750000,2.786973,0.036973,-20.455567,412.541314,-18.537987,381.687742
114.356667,0.750000,2.000000,2.750000,2.786473,0.036473,-20.453792,411.552671,-18.538794,380.791720
114.405000,0.750000,2.000000,2.750000,2.785974,0.035974,-20.452041,410.564113,-18.539625,379.895658
114.453333,0.750000,2.000000,2.750000,2.785474,0.035474,-20.450314,409.575640,-18.540483,378.999556
114.501667,0.750000,2.000000,2.750000,2.784974,0.034974,-20.448612,408.587249,-18.541366,378.103411
114.550000,0.750000,2.000000,2.750000,2.784474,0.034474,-20.446933,407.598940,-18.542274,377.207223
114.598333,0.750000,2.000000,2.750000,2.783975,0.033975,-20.445279,406.610712,-18.543208,376.310991
114.646667,0.750000,2.000000,2.750000,2.783475,0.033475,-20.443649,405.622563,-18.544168,375.414712
114.695000,0.750000,2.000000,2.750000,2.782975,0.032975,-20.442043,404.634492,-18.545153,374.518387
114.743333,0.750000,2.000000,2.750000,2.782475,0.032475,-20.440462,403.646498,-18.546163,373.622014
114.791667,0.750000,2.000000,2.750000,2.781976,0.031976,-20.438904,402.658580,-18.547200,372.725591
114.840000,0.750000,2.000000,2.750000,2.781476,0.031476,-20.437371,401.670737,-18.548261,371.829117
114.888333,0.750000,2.000000,2.750000,2.780976,0.030976,-20.435861,400.682967,-18.549349,370.932592
114.936667,0.750000,2.000000,2.750000,2.780476,0.030476,-20.434376,399.695269,-18.550461,370.036013
114.985000,0.750000,2.000000,2.750000,2.779976,0.029976,-20.432915,398.707643,-18.551600,369.139380
115.033333,0.750000,2.000000,2.750000,2.779477,0.029477,-20.431479,397.720087,-18.552764,368.242691
115.081667,0.750000,2.000000,2.750000,2.778977,0.028977,-20.430066,396.732600,-18.553953,367.345945
115.130000,0.750000,2.000000,2.750000,2.778477,0.028477,-20.428677,395.745180,-18.555168,366.449141
115.178333,0.750000,2.000000,2.750000,2.777977,0.027977,-20.427313,394.757827,-18.556408,365.552278
115.226667,0.750000,2.000000,2.750000,2.777478,0.027478,-20.425973,393.770539,-18.557674,364.655355
115.275000,0.750000,2.000000,2.750000,2.776978,0.026978,-20.424657,392.783316,-18.558966,363.758369
115.323333,0.750000,2.000000,2.750000,2.776478,0.026478,-20.423365,391.796155,-18.560283,362.861321
115.371667,0.750000,2.000000,2.750000,2.775978,0.025978,-20.422097,390.809056,-18.561626,361.964208
115.420000,0.750000,2.000000,2.750000,2.775479,0.025479,-20.420854,389.822018,-18.562994,361.067030
115.468333,0.750000,2.000000,2.750000,2.774979,0.024979,-20.419635,388.835040,-18.564388,360.169785
115.516667,0.750000,2.000000,2.750000,2.774479,0.024479,-20.418439,387.848120,-18.565807,359.272472
115.565000,0.750000,2.000000,2.750000,2.773979,0.023979,-20.417268,386.861257,-18.567252,358.375089
115.613333,0.750000,2.000000,2.750000,2.773479,0.023479,-20.416121,385.874450,-18.568722,357.477637
115.661667,0.750000,2.000000,2.750000,2.772980,0.022980,-20.414999,384.887698,-18.570218,356.580112
115.710000,0.750000,2.000000,2.750000,2.772480,0.022480,-20.413900,383.900999,-18.571739,355.682515
115.758333,0.750000,2.000000,2.750000,2.771980,0.021980,-20.412825,382.914354,-18.573286,354.784843
115.806667,0.750000,2.000000,2.750000,2.771480,0.021480,-20.411775,381.927759,-18.574859,353.887097
115.855000,0.750000,2.000000,2.750000,2.770981,0.020981,-20.410749,380.941215,-18.576457,352.989273
115.903333,0.750000,2.000000,2.750000,2.770481,0.020481,-20.409747,379.954719,-18.578080,352.091372
115.951667,0.750000,2.000000,2.750000,2.769981,0.019981,-20.408769,378.968272,-18.579729,351.193391
116.000000,0.750000,2.000000,2.750000,2.769481,0.019481,-20.407816,377.981871,-18.581404,350.295331
116.048333,0.750000,2.000000,2.750000,2.768982,0.018982,-20.406886,376.995516,-18.583104,349.397188
116.096667,0.750000,2.000000,2.750000,2.768482,0.018482,-20.405981,376.009205,-18.584830,348.498963
116.145000,0.750000,2.000000,2.750000,2.767982,0.017982,-20.405099,375.022937,-18.586581,347.600654
116.193333,0.750000,2.000000,2.750000,2.767482,0.017482,-20.404242,374.036711,-18.588358,346.702260
116.241667,0.750000,2.000000,2.750000,2.766983,0.016983,-20.403410,373.050526,-18.590160,345.803779
116.290000,0.750000,2.000000,2.750000,2.766483,0.016483,-20.402601,372.064381,-18.591988,344.905210
116.338333,0.750000,2.000000,2.750000,2.765983,0.015983,-20.401816,371.078274,-18.593842,344.006553
116.386667,0.750000,2.000000,2.750000,2.765483,0.015483,-20.401056,370.092205,-18.595721,343.107805
116.435000,0.750000,2.000000,2.750000,2.764983,0.014983,-20.400319,369.106172,-18.597625,342.208966
116.483333,0.750000,2.000000,2.750000,2.764484,0.014484,-20.399607,368.120174,-18.599555,341.310034
116.531667,0.750000,2.000000,2.750000,2.763984,0.013984,-20.398919,367.134209,-18.601511,340.411008
116.580000,0.750000,2.000000,2.750000,2.763484,0.013484,-20.398256,366.148277,-18.603492,339.511887
116.628333,0.750000,2.000000,2.750000,2.762984,0.012984,-20.397616,365.162377,-18.605498,338.612670
116.676667,0.750000,2.000000,2.750000,2.762485,0.012485,-20.397000,364.176507,-18.607531,337.713355
116.725000,0.750000,2.000000,2.750000,2.761985,0.011985,-20.396409,363.190667,-18.609588,336.813942
116.773333,0.750000,2.000000,2.750000,2.761485,0.011485,-20.395842,362.204854,-18.611672,335.914428
116.821667,0.750000,2.000000,2.750000,2.760985,0.010985,-20.395299,361.219068,-18.613780,335.014813
116.870000,0.750000,2.000000,2.750000,2.760486,0.010486,-20.394780,360.233308,-18.615915,334.115095
116.918333,0.750000,2.000000,2.750000,2.759986,0.009986,-20.394285,359.247572,-18.618075,333.215274
116.966667,0.750000,2.000000,2.750000,2.759486,0.009486,-20.393815,358.261860,-18.620260,332.315347
117.015000,0.750000,2.000000,2.750000,2.758986,0.008986,-20.393368,357.276169,-18.622471,331.415315
117.063333,0.750000,2.000000,2.750000,2.758486,0.008486,-20.392946,356.290500,-18.624708,330.515174
117.111667,0.750000,2.000000,2.750000,2.757987,0.007987,-20.392548,355.304851,-18.626970,329.614926
117.160000,0.750000,2.000000,2.750000,2.757487,0.007487,-20.392174,354.319220,-18.629257,328.714567
117.208333,0.750000,2.000000,2.750000,2.756987,0.006987,-20.391824,353.333607,-18.631570,327.814097
117.256667,0.750000,2.000000,2.750000,2.756487,0.006487,-20.391499,352.348010,-18.633909,326.913514
117.305000,0.750000,2.000000,2.750000,2.755988,0.005988,-20.391197,351.362428,-18.636273,326.012818
117.353333,0.750000,2.000000,2.750000,2.755488,0.005488,-20.390920,350.376860,-18.638663,325.112007
117.401667,0.750000,2.000000,2.750000,2.754988,0.004988,-20.390667,349.391305,-18.641078,324.211080
117.450000,0.750000,2.000000,2.750000,2.754488,0.004488,-20.390438,348.405762,-18.643519,323.310036
117.498333,0.750000,2.000000,2.750000,2.753989,0.003989,-20.390233,347.420229,-18.645985,322.408873
117.546667,0.750000,2.000000,2.750000,2.753489,0.003489,-20.390052,346.434705,-18.648477,321.507590
117.595000,0.750000,2.000000,2.750000,2.752989,0.002989,-20.389895,345.449190,-18.650995,320.606186
117.643333,0.750000,2.000000,2.750000,2.752489,0.002489,-20.389763,344.463681,-18.653538,319.704660
117.691667,0.750000,2.000000,2.750000,2.751989,0.001989,-20.389655,343.478179,-18.656106,318.803010
117.740000,0.750000,2.000000,2.750000,2.751490,0.001490,-20.389571,342.492681,-18.658700,317.901236
117.788333,0.750000,2.000000,2.750000,2.750990,0.000990,-20.389511,341.507186,-18.661320,316.999335
117.836667,0.750000,2.000000,2.750000,2.750490,0.000490,-20.389475,340.521694,-18.663965,316.097307
117.885000,0.750000,2.000000,2.750000,2.749990,-0.000010,-20.389463,339.536203,-18.666635,315.195151
117.933333,0.750000,2.000000,2.750000,2.749491,-0.000509,-20.389476,338.550712,-18.669332,314.292865
117.981667,0.750000,2.000000,2.750000,2.748991,-0.001009,-20.389513,337.565220,-18.672053,313.390449
118.030000,0.750000,2.000000,2.750000,2.748491,-0.001509,-20.389574,336.579725,-18.674801,312.487900
118.078333,0.750000,2.000000,2.750000,2.747991,-0.002009,-20.389659,335.594227,-18.677573,311.585217
118.126667,0.750000,2.000000,2.750000,2.747492,-0.002508,-20.389768,334.608724,-18.680372,310.682400
118.175000,0.750000,2.000000,2.750000,2.746992,-0.003008,-20.389901,333.623216,-18.683196,309.779447
118.223333,0.750000,2.000000,2.750000,2.746492,-0.003508,-20.390058,332.637700,-18.686045,308.876357
118.271667,0.750000,2.000000,2.750000,2.745992,-0.004008,-20.390240,331.652176,-18.688920,307.973129
118.320000,0.750000,2.000000,2.750000,2.745493,-0.004507,-20.390446,330.666643,-18.691821,307.069761
118.368333,0.750000,2.000000,2.750000,2.744993,-0.005007,-20.390676,329.681099,-18.694747,306.166252
118.416667,0.750000,2.000000,2.750000,2.744493,-0.005507,-20.390930,328.695544,-18.697698,305.262602
118.465000,0.750000,2.000000,2.750000,2.743993,-0.006007,-20.391208,327.709975,-18.700675,304.358808
118.513333,0.750000,2.000000,2.750000,2.743493,-0.006507,-20.391511,326.724393,-18.703678,303.454869
118.561667,0.750000,2.000000,2.750000,2.742994,-0.007006,-20.391837,325.738795,-18.706706,302.550785
118.610000,0.750000,2.000000,2.750000,2.742494,-0.007506,-20.392188,324.753182,-18.709760,301.646554
118.658333,0.750000,2.000000,2.750000,2.741994,-0.008006,-20.392563,323.767550,-18.712839,300.742174
118.706667,0.750000,2.000000,2.750000,2.741494,-0.008506,-20.392962,322.781900,-18.715944,299.837645
118.755000,0.750000,2.000000,2.750000,2.740995,-0.009005,-20.393385,321.796230,-18.719074,298.932966
118.803333,0.750000,2.000000,2.750000,2.740495,-0.009505,-20.393832,320.810539,-18.722230,298.028134
118.851667,0.750000,2.000000,2.750000,2.739995,-0.010005,-20.394304,319.824825,-18.725412,297.123149
118.900000,0.750000,2.000000,2.750000,2.739495,-0.010505,-20.394799,318.839089,-18.728619,296.218010
118.948333,0.750000,2.000000,2.750000,2.738996,-0.011004,-20.395319,317.853328,-18.731851,295.312716
118.996667,0.750000,2.000000,2.750000,2.738496,-0.011504,-20.395863,316.867541,-18.735109,294.407264
119.045000,0.750000,2.000000,2.750000,2.737996,-0.012004,-20.396431,315.881727,-18.738393,293.501655
119.093333,0.750000,2.000000,2.750000,2.737496,-0.012504,-20.397024,314.895885,-18.741702,292.595886
119.141667,0.750000,2.000000,2.750000,2.736996,-0.013004,-20.397640,313.910014,-18.745037,291.689956
119.190000,0.750000,2.000000,2.750000,2.736497,-0.013503,-20.398281,312.924113,-18.748397,290.783865
119.238333,0.750000,2.000000,2.750000,2.735997,-0.014003,-20.398945,311.938180,-18.751782,289.877610
119.286667,0.750000,2.000000,2.750000,2.735497,-0.014503,-20.399634,310.952214,-18.755194,288.971192
119.335000,0.750000,2.000000,2.750000,2.734997,-0.015003,-20.400347,309.966214,-18.758631,288.064608
119.383333,0.750000,2.000000,2.750000,2.734498,-0.015502,-20.401084,308.980180,-18.762093,287.157857
119.431667,0.750000,2.000000,2.750000,2.733998,-0.016002,-20.401846,307.994109,-18.765581,286.250938
119.480000,0.750000,2.000000,2.750000,2.733498,-0.016502,-20.402631,307.008001,-18.769094,285.343850
119.528333,0.750000,2.000000,2.750000,2.732998,-0.017002,-20.403441,306.021854,-18.772633,284.436592
119.576667,0.750000,2.000000,2.750000,2.732499,-0.017501,-20.404275,305.035668,-18.776198,283.529162
119.625000,0.750000,2.000000,2.750000,2.731999,-0.018001,-20.405133,304.049440,-18.779788,282.621559
119.673333,0.750000,2.000000,2.750000,2.731499,-0.018501,-20.406015,303.063171,-18.783403,281.713782
119.721667,0.750000,2.000000,2.750000,2.730999,-0.019001,-20.406921,302.076858,-18.787045,280.805829
119.770000,0.750000,2.000000,2.750000,2.730499,-0.019501,-20.407852,301.090501,-18.790711,279.897700
119.818333,0.750000,2.000000,2.750000,2.730000,-0.020000,-20.408806,300.104099,-18.794403,278.989393
119.866667,0.750000,2.000000,2.750000,2.729500,-0.020500,-20.409785,299.117649,-18.798121,278.080907
119.915000,0.750000,2.000000,2.750000,2.729000,-0.021000,-20.410788,298.131152,-18.801864,277.172241
119.963333,0.750000,2.000000,2.750000,2.728500,-0.021500,-20.411815,297.144606,-18.805633,276.263393
120.011667,0.750000,2.000000,2.750000,2.728001,-0.021999,-20.412866,296.158009,-18.809428,275.354362
120.060000,0.750000,2.000000,2.750000,2.727501,-0.022499,-20.413942,295.171362,-18.813248,274.445148
120.108333,0.750000,2.000000,2.750000,2.727001,-0.022999,-20.415041,294.184661,-18.817093,273.535748
120.156667,0.750000,2.000000,2.750000,2.726501,-0.023499,-20.416165,293.197907,-18.820964,272.626161
120.205000,0.750000,2.000000,2.750000,2.726002,-0.023998,-20.417313,292.211098,-18.824860,271.716387
120.253333,0.750000,2.000000,2.750000,2.725502,-0.024498,-20.418485,291.224233,-18.828783,270.806424
120.301667,0.750000,2.000000,2.750000,2.725002,-0.024998,-20.419681,290.237311,-18.832730,269.896271
120.350000,0.750000,2.000000,2.750000,2.724502,-0.025498,-20.420901,289.250330,-18.836703,268.985926
120.398333,0.750000,2.000000,2.750000,2.724003,-0.025997,-20.422146,288.263290,-18.840702,268.075389
120.446667,0.750000,2.000000,2.750000,2.723503,-0.026497,-20.423414,287.276189,-18.844726,267.164658
120.495000,0.750000,2.000000,2.750000,2.723003,-0.026997,-20.424707,286.289026,-18.848776,266.253732
120.543333,0.750000,2.000000,2.750000,2.722503,-0.027497,-20.426024,285.301800,-18.852851,265.342609
120.591667,0.750000,2.000000,2.750000,2.722003,-0.027997,-20.427365,284.314509,-18.856952,264.431289
120.640000,0.750000,2.000000,2.750000,2.721504,-0.028496,-20.428730,283.327154,-18.861078,263.519770
120.688333,0.750000,2.000000,2.750000,2.721004,-0.028996,-20.430120,282.339731,-18.865230,262.608050
120.736667,0.750000,2.000000,2.750000,2.720504,-0.029496,-20.431533,281.352242,-18.869408,261.696130
120.785000,0.750000,2.000000,2.750000,2.720004,-0.029996,-20.432971,280.364683,-18.873611,260.784007
120.833333,0.750000,1.000000,1.750000,2.719505,0.969505,-20.410266,279.377638,-18.853673,259.872264
120.881667,0.750000,1.000000,1.750000,2.719005,0.969005,-20.363419,278.392274,-18.809593,258.962069
120.930000,0.750000,1.000000,1.750000,2.718505,0.968505,-20.316596,277.409173,-18.765540,258.054003
120.978333,0.750000,1.000000,1.750000,2.718005,0.968005,-20.269797,276.428336,-18.721511,257.148066
121.026667,0.750000,1.000000,1.750000,2.717506,0.967506,-20.223022,275.449759,-18.677509,256.244256
121.075000,0.750000,1.000000,1.750000,2.717006,0.967006,-20.176271,274.473443,-18.633532,255.342573
121.123333,0.750000,1.000000,1.750000,2.716506,0.966506,-20.129545,273.499386,-18.589580,254.443014
121.171667,0.750000,1.000000,1.750000,2.716006,0.966006,-20.082842,272.527586,-18.545654,253.545580
121.220000,0.750000,1.000000,1.750000,2.715506,0.965506,-20.036164,271.558044,-18.501753,252.650267
121.268333,0.750000,1.000000,1.750000,2.715007,0.965007,-19.989510,270.590757,-18.457878,251.757076
121.316667,0.750000,1.000000,1.750000,2.714507,0.964507,-19.942880,269.625724,-18.414029,250.866005
121.365000,0.750000,1.000000,1.750000,2.714007,0.964007,-19.896274,268.662944,-18.370205,249.977053
121.413333,0.750000,1.000000,1.750000,2.713507,0.963507,-19.849693,267.702417,-18.326407,249.090218
121.461667,0.750000,1.000000,1.750000,2.713008,0.963008,-19.803135,266.744140,-18.282634,248.205499
121.510000,0.750000,1.000000,1.750000,2.712508,0.962508,-19.756602,265.788113,-18.238887,247.322896
121.558333,0.750000,1.000000,1.750000,2.712008,0.962008,-19.710093,264.834335,-18.195165,246.442406
121.606667,0.750000,1.000000,1.750000,2.711508,0.961508,-19.663608,263.882803,-18.151469,245.564029
121.655000,0.750000,1.000000,1.750000,2.711009,0.961009,-19.617147,262.933519,-18.107798,244.687764
121.703333,0.750000,1.000000,1.750000,2.710509,0.960509,-19.570710,261.986479,-18.064153,243.813608
121.751667,0.750000,1.000000,1.750000,2.710009,0.960009,-19.524298,261.041683,-18.020533,242.941562
121.800000,0.750000,1.000000,1.750000,2.709509,0.959509,-19.477910,260.099129,-17.976939,242.071623
121.848333,0.750000,1.000000,1.750000,2.709009,0.959009,-19.431545,259.158817,-17.933371,241.203790
121.896667,0.750000,1.000000,1.750000,2.708510,0.958510,-19.385205,258.220746,-17.889828,240.338063
121.945000,0.750000,1.000000,1.750000,2.708010,0.958010,-19.338889,257.284914,-17.846311,239.474440
121.993333,0.750000,1.000000,1.750000,2.707510,0.957510,-19.292598,256.351319,-17.802819,238.612919
122.041667,0.750000,1.000000,1.750000,2.707010,0.957010,-19.246330,255.419962,-17.759352,237.753500
122.090000,0.750000,1.000000,1.750000,2.706511,0.956511,-19.200087,254.490840,-17.715912,236.896181
122.138333,0.750000,1.000000,1.750000,2.706011,0.956011,-19.153867,253.563953,-17.672496,236.040961
122.186667,0.750000,1.000000,1.750000,2.705511,0.955511,-19.107672,252.639299,-17.629107,235.187839
122.235000,0.750000,1.000000,1.750000,2.705011,0.955011,-19.061501,251.716877,-17.585742,234.336814
122.283333,0.750000,1.000000,1.750000,2.704512,0.954512,-19.015354,250.796687,-17.542404,233.487883
122.331667,0.750000,1.000000,1.750000,2.704012,0.954012,-18.969232,249.878726,-17.499091,232.641047
122.380000,0.750000,1.000000,1.750000,2.703512,0.953512,-18.923133,248.962994,-17.455803,231.796304
122.428333,0.750000,1.000000,1.750000,2.703012,0.953012,-18.877059,248.049489,-17.412541,230.953652
122.476667,0.750000,1.000000,1.750000,2.702513,0.952513,-18.831009,247.138211,-17.369304,230.113091
122.525000,0.750000,1.000000,1.750000,2.702013,0.952013,-18.784983,246.229158,-17.326094,229.274619
122.573333,0.750000,1.000000,1.750000,2.701513,0.951513,-18.738981,245.322329,-17.282908,228.438235
122.621667,0.750000,1.000000,1.750000,2.701013,0.951013,-18.693003,244.417722,-17.239748,227.603937
122.670000,0.750000,1.000000,1.750000,2.700513,0.950513,-18.647050,243.515338,-17.196614,226.771725
122.718333,0.750000,1.000000,1.750000,2.700014,0.950014,-18.601120,242.615174,-17.153505,225.941597
122.766667,0.750000,1.000000,1.750000,2.699514,0.949514,-18.555215,241.717229,-17.110422,225.113552
122.815000,0.750000,1.000000,1.750000,2.699014,0.949014,-18.509334,240.821502,-17.067364,224.287589
122.863333,0.750000,1.000000,1.750000,2.698514,0.948514,-18.463477,239.927993,-17.024332,223.463707
122.911667,0.750000,1.000000,1.750000,2.698015,0.948015,-18.417644,239.036699,-16.981325,222.641903
122.960000,0.750000,1.000000,1.750000,2.697515,0.947515,-18.371836,238.147620,-16.938344,221.822178
123.008333,0.750000,1.000000,1.750000,2.697015,0.947015,-18.326051,237.260754,-16.895389,221.004529
123.056667,0.750000,1.000000,1.750000,2.696515,0.946515,-18.280291,236.376101,-16.852459,220.188956
123.105000,0.750000,1.000000,1.750000,2.696016,0.946016,-18.234555,235.493659,-16.809554,219.375458
123.153333,0.750000,1.000000,1.750000,2.695516,0.945516,-18.188843,234.613427,-16.766675,218.564032
123.201667,0.750000,1.000000,1.750000,2.695016,0.945016,-18.143155,233.735403,-16.723822,217.754678
123.250000,0.750000,1.000000,1.750000,2.694516,0.944516,-18.097491,232.859588,-16.680994,216.947395
123.298333,0.750000,1.000000,1.750000,2.694016,0.944016,-18.051852,231.985979,-16.638192,216.142182
123.346667,0.750000,1.000000,1.750000,2.693517,0.943517,-18.006236,231.114575,-16.595415,215.339036
123.395000,0.750000,1.000000,1.750000,2.693017,0.943017,-17.960645,230.245375,-16.552663,214.537958
123.443333,0.750000,1.000000,1.750000,2.692517,0.942517,-17.915078,229.378379,-16.509938,213.738945
123.491667,0.750000,1.000000,1.750000,2.692017,0.942017,-17.869535,228.513584,-16.467238,212.941996
123.540000,0.750000,1.000000,1.750000,2.691518,0.941518,-17.824016,227.650990,-16.424563,212.147111
123.588333,0.750000,1.000000,1.750000,2.691018,0.941018,-17.778522,226.790595,-16.381914,211.354288
123.636667,0.750000,1.000000,1.750000,2.690518,0.940518,-17.733051,225.932399,-16.339290,210.563526
123.685000,0.750000,1.000000,1.750000,2.690018,0.940018,-17.687605,225.076400,-16.296692,209.774823
123.733333,0.750000,1.000000,1.750000,2.689519,0.939519,-17.642183,224.222596,-16.254120,208.988178
123.781667,0.750000,1.000000,1.750000,2.689019,0.939019,-17.596785,223.370988,-16.211573,208.203591
123.830000,0.750000,1.000000,1.750000,2.688519,0.938519,-17.551411,222.521573,-16.169051,207.421059
123.878333,0.750000,1.000000,1.750000,2.688019,0.938019,-17.506061,221.674351,-16.126556,206.640582
123.926667,0.750000,1.000000,1.750000,2.687519,0.937519,-17.460736,220.829320,-16.084085,205.862158
123.975000,0.750000,1.000000,1.750000,2.687020,0.937020,-17.415434,219.986479,-16.041640,205.085786
124.023333,0.750000,1.000000,1.750000,2.686520,0.936520,-17.370157,219.145828,-15.999221,204.311465
124.071667,0.750000,1.000000,1.750000,2.686020,0.936020,-17.324904,218.307364,-15.956827,203.539194
124.120000,0.750000,1.000000,1.750000,2.685520,0.935520,-17.279675,217.471086,-15.914459,202.768971
124.168333,0.750000,1.000000,1.750000,2.685021,0.935021,-17.234470,216.636994,-15.872117,202.000796
124.216667,0.750000,1.000000,1.750000,2.684521,0.934521,-17.189290,215.805087,-15.829800,201.234666
124.265000,0.750000,1.000000,1.750000,2.684021,0.934021,-17.144133,214.975362,-15.787508,200.470581
124.313333,0.750000,1.000000,1.750000,2.683521,0.933521,-17.099001,214.147820,-15.745242,199.708540
124.361667,0.750000,1.000000,1.750000,2.683022,0.933022,-17.053893,213.322458,-15.703002,198.948540
124.410000,0.750000,1.000000,1.750000,2.682522,0.932522,-17.008809,212.499276,-15.660787,198.190582
124.458333,0.750000,1.000000,1.750000,2.682022,0.932022,-16.963749,211.678273,-15.618597,197.434664
124.506667,0.750000,1.000000,1.750000,2.681522,0.931522,-16.918714,210.859447,-15.576433,196.680784
124.555000,0.750000,1.000000,1.750000,2.681023,0.931023,-16.873702,210.042797,-15.534295,195.928941
124.603333,0.750000,1.000000,1.750000,2.680523,0.930523,-16.828715,209.228322,-15.492182,195.179135
124.651667,0.750000,1.000000,1.750000,2.680023,0.930023,-16.783751,208.416020,-15.450095,194.431363
124.700000,0.750000,1.000000,1.750000,2.679523,0.929523,-16.738812,207.605892,-15.408033,193.685625
124.748333,0.750000,1.000000,1.750000,2.679023,0.929023,-16.693898,206.797935,-15.365997,192.941919
124.796667,0.750000,1.000000,1.750000,2.678524,0.928524,-16.649007,205.992148,-15.323986,192.200245
124.845000,0.750000,1.000000,1.750000,2.678024,0.928024,-16.604140,205.188530,-15.282001,191.460600
124.893333,0.750000,1.000000,1.750000,2.677524,0.927524,-16.559298,204.387080,-15.240042,190.722984
124.941667,0.750000,1.000000,1.750000,2.677024,0.927024,-16.514480,203.587797,-15.198108,189.987395
124.990000,0.750000,1.000000,1.750000,2.676525,0.926525,-16.469686,202.790680,-15.156199,189.253833
125.038333,0.750000,1.000000,1.750000,2.676025,0.926025,-16.424916,201.995727,-15.114316,188.522295
125.086667,0.750000,1.000000,1.750000,2.675525,0.925525,-16.380170,201.202938,-15.072459,187.792782
125.135000,0.750000,1.000000,1.750000,2.675025,0.925025,-16.335448,200.412310,-15.030627,187.065290
125.183333,0.750000,1.000000,1.750000,2.674526,0.924526,-16.290751,199.623844,-14.988821,186.339820
125.231667,0.750000,1.000000,1.750000,2.674026,0.924026,-16.246077,198.837537,-14.947040,185.616370
125.280000,0.750000,1.000000,1.750000,2.673526,0.923526,-16.201428,198.053389,-14.905285,184.894939
125.328333,0.750000,1.000000,1.750000,2.673026,0.923026,-16.156803,197.271398,-14.863555,184.175526
125.376667,0.750000,1.000000,1.750000,2.672526,0.922526,-16.112202,196.491564,-14.821851,183.458128
125.425000,0.750000,1.000000,1.750000,2.672027,0.922027,-16.067626,195.713885,-14.780172,182.742746
125.473333,0.750000,1.000000,1.750000,2.671527,0.921527,-16.023073,194.938360,-14.738519,182.029378
125.521667,0.750000,1.000000,1.750000,2.671027,0.921027,-15.978545,194.164987,-14.696892,181.318022
125.570000,0.750000,1.000000,1.750000,2.670527,0.920527,-15.934040,193.393766,-14.655290,180.608678
125.618333,0.750000,1.000000,1.750000,2.670028,0.920028,-15.889560,192.624696,-14.613713,179.901343
125.666667,0.750000,1.000000,1.750000,2.669528,0.919528,-15.845104,191.857775,-14.572162,179.196018
125.715000,0.750000,1.000000,1.750000,2.669028,0.919028,-15.800673,191.093002,-14.530637,178.492700
125.763333,0.750000,1.000000,1.750000,2.668528,0.918528,-15.756265,190.330376,-14.489137,177.791389
125.811667,0.750000,1.000000,1.750000,2.668029,0.918029,-15.711882,189.569896,-14.447663,177.092083
125.860000,0.750000,1.000000,1.750000,2.667529,0.917529,-15.667522,188.811560,-14.406214,176.394781
125.908333,0.750000,1.000000,1.750000,2.667029,0.917029,-15.623187,188.055368,-14.364791,175.699482
125.956667,0.750000,1.000000,1.750000,2.666529,0.916529,-15.578876,187.301318,-14.323393,175.006184
126.005000,0.750000,1.000000,1.750000,2.666029,0.916029,-15.534589,186.549410,-14.282021,174.314887
126.053333,0.750000,1.000000,1.750000,2.665530,0.915530,-15.490327,185.799641,-14.240674,173.625588
126.101667,0.750000,1.000000,1.750000,2.665030,0.915030,-15.446088,185.052011,-14.199353,172.938288
126.150000,0.750000,1.000000,1.750000,2.664530,0.914530,-15.401874,184.306518,-14.158058,172.252983
126.198333,0.750000,1.000000,1.750000,2.664030,0.914030,-15.357684,183.563162,-14.116788,171.569675
126.246667,0.750000,1.000000,1.750000,2.663531,0.913531,-15.313517,182.821942,-14.075543,170.888360
126.295000,0.750000,1.000000,1.750000,2.663031,0.913031,-15.269376,182.082855,-14.034324,170.209038
126.343333,0.750000,1.000000,1.750000,2.662531,0.912531,-15.225258,181.345901,-13.993131,169.531708
126.391667,0.750000,1.000000,1.750000,2.662031,0.912031,-15.181164,180.611080,-13.951963,168.856368
126.440000,0.750000,1.000000,1.750000,2.661532,0.911532,-15.137095,179.878388,-13.910821,168.183018
126.488333,0.750000,1.000000,1.750000,2.661032,0.911032,-15.093050,179.147826,-13.869704,167.511655
126.536667,0.750000,1.000000,1.750000,2.660532,0.910532,-15.049028,178.419393,-13.828613,166.842279
126.585000,0.750000,1.000000,1.750000,2.660032,0.910032,-15.005031,177.693086,-13.787547,166.174889
126.633333,0.750000,1.000000,1.750000,2.659533,0.909533,-14.961059,176.968906,-13.746507,165.509482
